file,title,license,license_url,attribution,source
roosevelt/Media/roosevelt-corinne-portrait.jpg,Corinne Roosevelt Robinson portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Corrine Roosevelt Robinson LCCN00652558 (cropped).jpg — Underwood & Underwood., Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Corrine_Roosevelt_Robinson_LCCN00652558_%28cropped%29.jpg
roosevelt/Media/roosevelt-cornelius-portrait.jpg,Cornelius Van Schaack Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Cornelius Van Schaack Roosevelt 1794-1871.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Cornelius_Van_Schaack_Roosevelt_1794-1871.jpg
roosevelt/Media/roosevelt-curtis-dall-portrait.jpg,"Curtis Dall, Anna Roosevelt, and Franklin D. Roosevelt",Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Curtis Dall, Anna Roosevelt, and Franklin D. Roosevelt — National Park Service, National Park Service / Wikimedia Commons, Public domain","https://commons.wikimedia.org/wiki/File:Curtis_Dall,_Anna_Roosevelt,_Franklin_D._Roosevelt_(0823ad1f-9bba-478e-a295-23110f33ef9d).tif"
roosevelt/Media/roosevelt-douglas-robinson-portrait.jpg,Douglas Robinson Jr. portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Douglas Robinson on horse back LCCN2013651280 (cropped).jpg — Miscellaneous Items in High Demand, PPOC, Library of Congress, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Douglas_Robinson_on_horse_back_LCCN2013651280_%28cropped%29.jpg
roosevelt/Media/roosevelt-edith-carow-portrait.jpg,Edith Kermit Carow Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Edith Kermit Carow Roosevelt 1900-1910.jpg — Brady-Handy Collection (Library of Congress), Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Edith_Kermit_Carow_Roosevelt_1900-1910.jpg
roosevelt/Media/roosevelt-eleanor-portrait.jpg,Eleanor Roosevelt at the United Nations. Circa 1946-1947.,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://www.flickr.com/photos/fdrlibrary/50517137801/,https://commons.wikimedia.org/wiki/File:Eleanor_Roosevelt_at_the_United_Nations%2C_circa_1946-1947_%283x4_cropped%29.jpg
roosevelt/Media/roosevelt-elizabeth-donner-portrait.jpg,"FDR, Eleanor Roosevelt, Elliott Roosevelt, and Elizabeth Donner Roosevelt",Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"FDR, Eleanor Roosevelt, Elliott Roosevelt, and Elizabeth Donner Roosevelt — United States National Archives, National Archives and Records Administration / Wikimedia Commons, Public domain","https://commons.wikimedia.org/wiki/File:Franklin_D._Roosevelt,_Eleanor_Roosevelt,_Elliot,_and_wife_in_Warm_Springs,_Georgia_-_NARA_-_197066.jpg"
roosevelt/Media/roosevelt-elliott-portrait.jpg,Elliott Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Elliott Roosevelt, father of Eleanor Roosevelt.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Elliott_Roosevelt%2C_father_of_Eleanor_Roosevelt.jpg
roosevelt/Media/roosevelt-elliott-child-portrait.jpg,Elliott Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Lt Col Elliott Roosevelt.jpg — United States Army, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Lt_Col_Elliott_Roosevelt.jpg
roosevelt/Media/roosevelt-ethel-portrait.jpg,Ethel Carow Roosevelt Derby portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Ethel Roosevelt cph.3c34884.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Ethel_Roosevelt_cph.3c34884.jpg
roosevelt/Media/roosevelt-ethel-dupont-portrait.jpg,Ethel du Pont Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Ethel du Pont 1937.jpg — Harris & Ewing, photographer, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Ethel_du_Pont_1937.jpg
roosevelt/Media/roosevelt-faye-emerson-portrait.jpg,Faye Margaret Emerson portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Faye Emerson (1943).jpg — Warner Bros. Studios, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Faye_Emerson_%281943%29.jpg
roosevelt/Media/roosevelt-franklin-portrait.jpg,Franklin Delano Roosevelt portrait,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,"FDR 1944 Color Portrait.jpg — * |wikidata=Q109051040 * [https://www.flickr.com/people/54078784@N08 FDR Presidential Library & Museum], Wikimedia Commons, CC BY 2.0",https://commons.wikimedia.org/wiki/File:FDR_1944_Color_Portrait.jpg
roosevelt/Media/roosevelt-franklin-jr-portrait.jpg,Franklin Delano Roosevelt Jr. portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"FDR Jr 1945.jpg — Unknown, dedicated to Bettmann Archive, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:FDR_Jr_1945.jpg
roosevelt/Media/roosevelt-gladys-owens-portrait.jpg,Family at Eleanor Roosevelt's funeral,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Family at Eleanor Roosevelt's funeral — National Park Service, National Park Service / Wikimedia Commons, Public domain","https://commons.wikimedia.org/wiki/File:Funeral_Services_of_Eleanor_Roosevelt_at_Hyde_Park,_New_York_-_NARA_-_196117.jpg"
roosevelt/Media/roosevelt-gracie-hall-portrait.jpg,Gracie Hall Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Gracie Hall Roosevelt WWI.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Gracie_Hall_Roosevelt_WWI.jpg
roosevelt/Media/roosevelt-isaac-portrait.jpg,Isaac Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Isaac Roosevelt (1726-1794).jpg — :Gilbert Stuart, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Isaac_Roosevelt_%281726-1794%29.jpg
roosevelt/Media/roosevelt-isaac-daniel-portrait.jpg,Isaac Daniel Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Isaac Daniel Roosevelt.jpg — :Unknown, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Isaac_Daniel_Roosevelt.jpg
roosevelt/Media/roosevelt-james-child-portrait.jpg,James Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"James Roosevelt 1962.jpg — Unknown, dedicated to Bettmann Archive, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:James_Roosevelt_1962.jpg
roosevelt/Media/roosevelt-james-halsted-portrait.jpg,Family and presidents at Eleanor Roosevelt's funeral,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Family and presidents at Eleanor Roosevelt's funeral — Franklin D. Roosevelt Presidential Library, National Archives and Records Administration, Public domain",https://fdrlibrary.tumblr.com/post/667205112559714304/otd-eleanor-roosevelt-died-on-november-7
roosevelt/Media/roosevelt-james-hyde-portrait.jpg,Jacobus James Roosevelt,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Jacobus James Roosevelt — Unknown artist, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:James_Roosevelt_(1760%E2%80%931847).jpg
roosevelt/Media/roosevelt-james-i-portrait.jpg,James Roosevelt I portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"James Roosevelt, Sr.jpg — Moses King, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:James_Roosevelt%2C_Sr.jpg
roosevelt/Media/roosevelt-james-roosevelt-portrait.jpg,James Roosevelt Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"James Rosey Roosevelt.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:James_Rosey_Roosevelt.jpg
roosevelt/Media/roosevelt-john-portrait.jpg,John Aspinwall Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"John Aspinwall Roosevelt Harris & Ewing Portrait 1954.jpg — :Harris & Ewing, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:John_Aspinwall_Roosevelt_Harris_%26_Ewing_Portrait_1954.jpg
roosevelt/Media/roosevelt-kermit-portrait.jpg,Kermit Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Kermit Roosevelt 1926.jpg — National Photo Company, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Kermit_Roosevelt_1926.jpg
roosevelt/Media/roosevelt-margaret-barnhill-portrait.jpg,Margaret Barnhill Roosevelt,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Margaret Barnhill Roosevelt — Unknown photographer, Theodore Roosevelt Center, Public domain",https://www.theodorerooseveltcenter.org/digital-library/o284882/
roosevelt/Media/roosevelt-martha-bulloch-portrait.jpg,Martha Stewart Bulloch portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Martha Bulloch.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Martha_Bulloch.jpg
roosevelt/Media/roosevelt-minnewa-bell-portrait.jpg,Minnewa Bell Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Elliott Roosevelt and Minnewa Bell 1951.jpg — :Abbie Rowe, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Elliott_Roosevelt_and_Minnewa_Bell_1951.jpg
roosevelt/Media/roosevelt-patricia-whitehead-portrait.jpg,Family at Eleanor Roosevelt's funeral,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Family at Eleanor Roosevelt's funeral — National Park Service, National Park Service / Wikimedia Commons, Public domain","https://commons.wikimedia.org/wiki/File:Funeral_Services_of_Eleanor_Roosevelt_at_Hyde_Park,_New_York_-_NARA_-_196117.jpg"
roosevelt/Media/roosevelt-quentin-portrait.jpg,Quentin Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Quentin Roosevelt LCCN2016874660.jpg — Harris & Ewing, photographer, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Quentin_Roosevelt_LCCN2016874660.jpg
roosevelt/Media/roosevelt-romelle-schneider-portrait.jpg,Mrs James Roosevelt with Representative Roosevelt and Admiral Samuel E. Morison,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Mrs James Roosevelt with Representative Roosevelt and Admiral Samuel E. Morison — United States National Archives, National Archives and Records Administration, Public domain",https://nara.getarchive.net/media/photograph-of-mrs-james-roosevelt-representative-roosevelt-admiral-samuel-e-f15138
roosevelt/Media/roosevelt-ruth-googins-portrait.jpg,Elliott and Ruth Googins Roosevelt,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Elliott and Ruth Googins Roosevelt — Los Angeles Daily News, UCLA / Wikimedia Commons, CC BY 4.0",https://commons.wikimedia.org/wiki/File:Elliott_and_Ruth_Googins_Roosevelt.jpg
roosevelt/Media/roosevelt-sara-delano-portrait.jpg,Sara Ann Delano Roosevelt portrait,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Portrait photograph of Mrs. James Roosevelt.jpg — Genthe, Arnold, 1869-1942, photographer, Wikimedia Commons, CC0 1.0",https://commons.wikimedia.org/wiki/File:Portrait_photograph_of_Mrs._James_Roosevelt.jpg
roosevelt/Media/roosevelt-suzanne-perrin-portrait.jpg,Eleanor Roosevelt with the family of Franklin D. Roosevelt Jr.,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Eleanor Roosevelt with the family of Franklin D. Roosevelt Jr. — National Park Service, Franklin D. Roosevelt National Historic Site / Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Eleanor_Roosevelt_with_Family_(Franklin_D._Roosevelt_Jr._family).jpg
roosevelt/Media/roosevelt-theodore-portrait.jpg,Theodore Roosevelt portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Theodore Roosevelt by the Pach Bros.jpg — Pach Brothers; restored by :Adam Cuerden, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Theodore_Roosevelt_by_the_Pach_Bros.jpg
roosevelt/Media/roosevelt-theodore-jr-portrait.jpg,Theodore Roosevelt Jr. portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"LC-DIG-ggbain-37582.jpg — Bain News Service, publisher, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:LC-DIG-ggbain-37582.jpg
roosevelt/Media/roosevelt-theodore-sr-portrait.jpg,Theodore Roosevelt Sr. portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Theodore Roosevelt Senior.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Theodore_Roosevelt_Senior.jpg
roosevelt/Media/roosevelt-william-cowles-portrait.jpg,William Sheffield Cowles portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"William Sheffield Cowles LCCN2016869808 (cropped).jpg — Harris & Ewing, photographer, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:William_Sheffield_Cowles_LCCN2016869808_%28cropped%29.jpg
roosevelt/Attachments/roosevelt-attachment-1.jpg,"Franklin and Eleanor Roosevelt with their family in Washington, D.C.",Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"U.S. National Archives and Records Administration, NAID 196850; public domain.",https://commons.wikimedia.org/wiki/File:Franklin_D._Roosevelt%2C_Eleanor_Roosevelt%2C_and_family_in_Washington_Washington%2C_D.C_-_NARA_-_196850.jpg
roosevelt/Attachments/roosevelt-attachment-2.jpg,Eleanor Roosevelt with children and grandchildren,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"U.S. National Archives and Records Administration, NAID 196358; public domain.",https://commons.wikimedia.org/wiki/File:Eleanor_Roosevelt_with_Anna%2C_James%2C_and_John_Roosevelt_and_Roosevelt_grandchildren_-_NARA_-_196358.jpg
romanovy/Media/romanov-alexander-ii-portrait.jpg,Портрет Александра II,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Портрет Александра II — Константин Маковский, Государственная Третьяковская галерея / Wikimedia Commons, Public domain","https://commons.wikimedia.org/wiki/File:Alexander_II_of_Russia_by_K.Makovskiy_(1881,_GTG).jpg"
romanovy/Media/romanov-alexander-mikhailovich-portrait.jpg,Александр Михайлович Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duke Alexander Mikhailovich (LOC).jpg — [https://www.flickr.com/people/8623220@N02 The Library of Congress], Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duke_Alexander_Mikhailovich_%28LOC%29.jpg
romanovy/Media/romanov-alexandra-feodorovna-portrait.jpg,Александра Фёдоровна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Alexandra Fyodorovna LOC 01137u.jpg — Boasson and Eggler St. Petersburg Nevsky 24. [http://hdl.loc.gov/loc.pnp/pp.ggbain Bain News Service, publisher], Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Alexandra_Fyodorovna_LOC_01137u.jpg
romanovy/Media/romanov-alexandra-georgievna-portrait.jpg,Александра Георгиевна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Alexandra Georgievna of Russia1.jpg — A. Pasetti, St. Pétersbourg, Nevsky 24., Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Alexandra_Georgievna_of_Russia1.jpg
romanovy/Media/romanov-alexandra-i-portrait.jpg,Александра Фёдоровна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Александра Фёдоровна - Императрица Российской империи.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0_-_%D0%98%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%80%D0%B8%D1%86%D0%B0_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%B8%D0%BC%D0%BF%D0%B5%D1%80%D0%B8%D0%B8.jpg
romanovy/Media/romanov-alexandra-iosifovna-portrait.jpg,Александра Иосифовна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duchess Alexandra Iosifovna.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duchess_Alexandra_Iosifovna.jpg
romanovy/Media/romanov-alexandra-petrovna-portrait.jpg,Александра Петровна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Alexandra Petrovna of Oldenburg. Grand Duchess of Russia.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Alexandra_Petrovna_of_Oldenburg._Grand_Duchess_of_Russia.jpg
romanovy/Media/romanov-alexei-portrait.jpg,Алексей Александрович Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duke Alexey Alexandrovich.jpeg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duke_Alexey_Alexandrovich.jpeg
romanovy/Media/romanov-alfred-portrait.jpg,Альфред Саксен-Кобург-Готский — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Alfred duke of Edinburgh.jpg — }}, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Alfred_duke_of_Edinburgh.jpg
romanovy/Media/romanov-dolgorukova-portrait.jpg,Екатерина Михайловна Долгорукова — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Princess Catherine Dolgorukov.jpg — Sergei Lvovich Levitsky (1819 – 1898) and Rafail Sergeevich Levitsky (1847– 1940), Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Princess_Catherine_Dolgorukov.jpg
romanovy/Media/romanov-ekaterina-dolgorukova-portrait.jpg,Екатерина Александровна Юрьевская — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Ekaterina Alexandrovna Yuryevskaya5.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Ekaterina_Alexandrovna_Yuryevskaya5.jpg
romanovy/Media/romanov-elizabeth-feodorovna-portrait.jpg,Елизавета Фёдоровна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Elizaveta romanova.png — D Asikritov, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Elizaveta_romanova.png
romanovy/Media/romanov-friedrich-hesse-portrait.jpg,Фридрих Вильгельм Гессен-Кассельский — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"FridrichGessenKassel.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:FridrichGessenKassel.jpg
romanovy/Media/romanov-george-portrait.jpg,Георгий Александрович Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"George Alexandrovich by S.Levitskiy (1889).png — :Sergey Levitsky, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:George_Alexandrovich_by_S.Levitskiy_%281889%29.png
romanovy/Media/romanov-georgy-dolgorukov-portrait.jpg,Георгий Александрович Юрьевский — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Georgiy Alexandrovich Yuryevskiy2.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Georgiy_Alexandrovich_Yuryevskiy2.jpg
romanovy/Media/romanov-grigori-stroganov-portrait.jpg,Григорий Александрович Строганов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Stroganov by Hau (cropped).jpg — Vladimir Ivanovich Hau, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Stroganov_by_Hau_%28cropped%29.jpg
romanovy/Media/romanov-karl-wurttemberg-portrait.jpg,Карл I Вюртембергский — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Karl-Württemberg.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Karl-W%C3%BCrttemberg.jpg
romanovy/Media/romanov-konstantin-portrait.jpg,Константин Николаевич Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Romanov, Constantin Nicolaievitch, Grand-Duc de Russie, Gallica, Nadar.jpg — :Nadar upload and retouche by Jebulon, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Romanov%2C_Constantin_Nicolaievitch%2C_Grand-Duc_de_Russie%2C_Gallica%2C_Nadar.jpg
romanovy/Media/romanov-maria-alexandrovna-portrait.jpg,Мария Александровна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Maria Alexandrovna by Winterhalter (1857, Hermitage).jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Maria_Alexandrovna_by_Winterhalter_%281857%2C_Hermitage%29.jpg
romanovy/Media/romanov-maria-feodorovna-portrait.jpg,Мария Фёдоровна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Maria Feodorovna of Russia 1881.jpg — Charles Jacotin, Paris, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Maria_Feodorovna_of_Russia_1881.jpg
romanovy/Media/romanov-maria-pavlovna-portrait.jpg,Мария Павловна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duchess Maria Pavlovna of Russia.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duchess_Maria_Pavlovna_of_Russia.jpg
romanovy/Media/romanov-maximilian-portrait.jpg,Максимилиан Лейхтенбергский — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Maximilian Leuchtenberg.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Maximilian_Leuchtenberg.jpg
romanovy/Media/romanov-mikhail-portrait.jpg,Михаил Николаевич Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duke Michael Nicolaevich of Russia photo.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duke_Michael_Nicolaevich_of_Russia_photo.jpg
romanovy/Media/romanov-mikhail-ii-portrait.jpg,Михаил Александрович Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Россия. Великий князь Михаил Александрович Романов. кон.1890-х(ф.Левицкий и сын) ГИМ e1t3.jpg — Левицкий С.Л. и сын., Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F._%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BD%D1%8F%D0%B7%D1%8C_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2._%D0%BA%D0%BE%D0%BD.1890-%D1%85%28%D1%84.%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D0%BA%D0%B8%D0%B9_%D0%B8_%D1%81%D1%8B%D0%BD%29_%D0%93%D0%98%D0%9C_e1t3.jpg
romanovy/Media/romanov-natalia-brasova-portrait.jpg,Наталья Сергеевна Брасова — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Brasova.jpg — :Unknown, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Brasova.jpg
romanovy/Media/romanov-nicholas-ii-portrait.jpg,Портрет Николая II Александровича Романова,Public domain,,Gettyimages http://avaxnews.net/educative/Last_Emperor_Of_Russia_2.html http://process.portsmouthpeacetreaty.org/process/causes/causes3.html,https://commons.wikimedia.org/wiki/File:Nicolas_II_de_russie.jpg
romanovy/Media/romanov-nikolai-kulikovsky-portrait.jpg,Николай Александрович Куликовский — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"OlgaKulikovsky.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:OlgaKulikovsky.jpg
romanovy/Media/romanov-olga-portrait.jpg,Ольга Николаевна Романова — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Olgachair.jpg — , Nevsky 24.; State Archive of the Russian Federation}}, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Olgachair.jpg
romanovy/Media/romanov-olga-alexandrovna-portrait.jpg,Ольга Александровна Романова — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duchess Olga Alexandrovna.jpg — Publisher: Bain News Service, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duchess_Olga_Alexandrovna.jpg
romanovy/Media/romanov-olga-dolgorukova-portrait.jpg,Ольга Александровна Юрьевская — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"YurevskajaOlga.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:YurevskajaOlga.jpg
romanovy/Media/romanov-olga-feodorovna-portrait.jpg,Ольга Фёдоровна — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Olga Feodorovna( cecile of Baden ).jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Olga_Feodorovna%28_cecile_of_Baden_%29.jpg
romanovy/Media/romanov-olga-paley-portrait.jpg,Ольга Валериановна Палей — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Pascal-Adolphe-Jean Dagnan-Bouveret La Princesa Olga Paley 1904.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Pascal-Adolphe-Jean_Dagnan-Bouveret_La_Princesa_Olga_Paley_1904.jpg
romanovy/Media/romanov-peter-oldenburg-portrait.jpg,Пётр Александрович Ольденбургский — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Peter Friedrich Georg von Holstein-Gottorp.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Peter_Friedrich_Georg_von_Holstein-Gottorp.jpg
romanovy/Media/romanov-sergei-portrait.jpg,Сергей Александрович Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duke Sergei Alexandrovich of Russia.png — D. Asikritov, Moscow, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duke_Sergei_Alexandrovich_of_Russia.png
romanovy/Media/romanov-vladimir-portrait.jpg,Владимир Александрович Романов — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duke Vladimir Alexandrovich of Russia.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duke_Vladimir_Alexandrovich_of_Russia.jpg
romanovy/Media/romanov-xenia-portrait.jpg,Ксения Александровна Романова — портрет,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Grand Duchess Xenia Alexandrovna of Russia (1).jpg — No author given (Original) User:Píteas (Cropped and edited version), Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Grand_Duchess_Xenia_Alexandrovna_of_Russia_%281%29.jpg
